seed	coverage	substitution_rate	read_length	assembly_fraction	family_id	truth_assembly_read_ratio	truth_underrepresented	predicted_assembly_read_ratio	native_status	predicted_underrepresented	outcome
5203	5	0	5000	0	f1	0.0	True	0.0	reads_only	True	TP
5203	5	0	5000	0	f2	0.0	True	0.0	reads_only	True	TP
5203	5	0	5000	0	f3	0.0	True	0.0	reads_only	True	TP
5203	5	0.001	5000	1	f1	1.0	False	2.6303	possible_overexpansion	False	TN
5203	5	0.001	5000	1	f2	1.0	False	1.1015	consistent	False	TN
5203	5	0.001	5000	1	f3	1.0	False	0.9447	consistent	False	TN
5203	5	0.001	5000	0.75	f1	0.75	False	1.9727	possible_overexpansion	False	TN
5203	5	0.001	5000	0.75	f2	0.75	False	0.8261	consistent	False	TN
5203	5	0.001	5000	0.75	f3	0.75	False	0.7085	consistent	False	TN
5203	5	0.001	5000	0.5	f1	0.5	True	1.3151	consistent	False	FN
5203	5	0.001	5000	0.5	f2	0.5	True	0.5508	possible_collapse	True	TP
5203	5	0.001	5000	0.5	f3	0.5	True	0.4724	possible_collapse	True	TP
5203	5	0.001	5000	0.25	f1	0.25	True	0.6576	consistent	False	FN
5203	5	0.001	5000	0.25	f2	0.25	True	0.2754	possible_collapse	True	TP
5203	5	0.001	5000	0.25	f3	0.25	True	0.2362	possible_collapse	True	TP
